Date,Searched_from,ID,Title,Year,Authors,Journal,Pub_type,Citations,References,Abstract
START,START,2542831488,the influence of working memory on reading comprehension in vowelized versus non vowelized arabic,2017,"hossam elsayyad, john everatt, tilly mortimore, charles haynes",reading and writing,1,1,39,"Unlike English, short vowel sounds in Arabic are represented by diacritics rather than letters. According to the presence and absence of these vowel diacritics, the Arabic script can be considered more or less transparent in comparison with other orthographies. The purpose of this study was to investigate the contribution of working memory to vowelized and non-vowelized reading comprehension and determine whether working memory is more involved in non-vowelized than vowelized reading comprehension. Forty-nine Arabic speaking children from grade six (age 11) undertook two measures of reading comprehension (one vowelized and one non-vowelized). They were also given measures of word reading fluency, vocabulary, phonological awareness, rapid naming and listening span as a measure of working memory. The results indicated that both vowelized and non-vowelized texts were associated with the measure of working memory after controlling for vocabulary, word reading and phonological processing. Although the results are more consistent with common influences of working memory across the two orthographies, slightly larger effects of working memory on non-vowelized reading comprehension suggest that further research, potentially with younger cohorts of Arabic readers would be appropriate. The findings are discussed and future directions for research are suggested."
START,START,2012805784,cross national patterns of gender differences in mathematics a meta analysis,2010,"nicole m elsequest, janet shibley hyde, marcia c linn",psychological bulletin,1,627,91,"A gender gap in mathematics achievement persists in some nations but not in others. In light of the underrepresentation of women in careers in science, technology, mathematics, and engineering, increasing research attention is being devoted to understanding gender differences in mathematics achievement, attitudes, and affect. The gender stratification hypothesis maintains that such gender differences are closely related to cultural variations in opportunity structures for girls and women. We meta-analyzed 2 major international data sets, the 2003 Trends in International Mathematics and Science Study and the Programme for International Student Assessment, representing 493,495 students 14-16 years of age, to estimate the magnitude of gender differences in mathematics achievement, attitudes, and affect across 69 nations throughout the world. Consistent with the gender similarities hypothesis, all of the mean effect sizes in mathematics achievement were very small (d < 0.15); however, national effect sizes showed considerable variability (ds = -0.42 to 0.40). Despite gender similarities in achievement, boys reported more positive math attitudes and affect (ds = 0.10 to 0.33); national effect sizes ranged from d = -0.61 to 0.89. In contrast to those of previous tests of the gender stratification hypothesis, our results point to specific domains of gender equity responsible for gender gaps in math. Gender equity in school enrollment, women's share of research jobs, and women's parliamentary representation were the most powerful predictors of cross-national variability in gender gaps in math. Results are situated within the context of existing research demonstrating apparently paradoxical effects of societal gender equity and highlight the significance of increasing girls' and women's agency cross-nationally."
START,START,2920993810,seven moral challenges of leadership,2019,nicholas emler,consulting psychology journal practice and research,1,0,0,NA
START,START,2015265945,cognitive inhibition and working memory in attention deficit hyperactivity disorder,2008,"paul e engelhardt, joel t nigg, laurie carr, fernanda ferreira",journal of abnormal psychology,1,53,76,"Studies of cognitive control in attention-deficit/hyperactivity disorder (ADHD) have emphasized the ability to suppress motor responses (i.e., behavioral inhibition) rather than the ability to actively suppress prepotent mental representations (i.e., cognitive inhibition). Further, working memory deficits are suspected in ADHD, yet their distinction from cognitive inhibition is unclear. Two hundred and eighty-eight adolescent and adult participants, 115 of whom met criteria for ADHD and 173 of whom were for non-ADHD comparison, completed a sentence processing task that required the suppression of an incorrect interpretation and a working memory task. The results failed to support cognitive inhibition problems in ADHD. Moreover, the ability to reanalyze sentences with a temporary misinterpretation was at least partially related to working memory performance. The results challenge a unitary inhibition problem in ADHD and suggest inhibition problems do not extend to cognitive suppression in this age range."
START,START,2325465869,does achievement motivation mediate the semantic achievement priming effect,2014,"stefan engeser, nicola baumann",journal of experimental psychology general,1,6,70,"The aim of our research was to understand the processes of the prime-to-behavior effects with semantic achievement primes. We extended existing models with a perspective from achievement motivation theory and additionally used achievement primes embedded in the running text of excerpts of school textbooks to simulate a more natural priming condition. Specifically, we proposed that achievement primes affect implicit achievement motivation and conducted pilot experiments and 3 main experiments to explore this proposition. We found no reliable positive effect of achievement primes on implicit achievement motivation. In light of these findings, we tested whether explicit (instead of implicit) achievement motivation is affected by achievement primes and found this to be the case. In the final experiment, we found support for the assumption that higher explicit achievement motivation implies that achievement priming affects the outcome expectations. The implications of the results are discussed, and we conclude that primes affect achievement behavior by heightening explicit achievement motivation and outcome expectancies."
START,START,2025264833,working memory short term memory and general fluid intelligence a latent variable approach,1999,"randall w engle, stephen w tuholski, james e laughlin, andrew r a conway",journal of experimental psychology general,1,2155,83,"A study was conducted in which 133 participants performed 11 memory tasks (some thought to reflect working memory and some thought to reflect short-term memory), 2 tests of general fluid intelligence, and the Verbal and Quantitative Scholastic Aptitude Tests. Structural equation modeling suggested that short-term and working memories reflect separate but highly related constructs and that many of the tasks used in the literature as working memory tasks reflect a common construct. Working memory shows a strong connection to fluid intelligence, but short-term memory does not. A theory of working memory capacity and general fluid intelligence is proposed: The authors argue that working memory capacity and fluid intelligence reflect the ability to keep a representation active, particularly in the face of interference and distraction. The authors also discuss the relationship of this capability to controlled attention, and the functions of the prefrontal cortex."
START,START,2021799672,biased cognitive processing of cancer related information among women with family histories of breast cancer evidence from a cancer stroop task,2003,"joel erblich, guy h montgomery, heiddis b valdimarsdottir, marylene cloitre, dana h bovbjerg",health psychology,1,44,62,"Stimuli associated with sources of stress have been shown to interfere with cognition. The authors hypothesized that women with the stress of having a family history of breast cancer (FH+) would exhibit greater interference on a task with cancer-related stimuli than women without cancer in the family (FH-). The authors developed a modified Stroop color-naming task to test this hypothesis in a sample of FH+ (n = 72) and FH- (n = 96) women. Consistent with the hypotheses, FH+ women had longer color-naming times and more errors (ps <.01) on a cancer word list relative to noncancer lists. This biased processing was not mediated by the significantly higher perceived risk, general distress, or cancer-specific distress in FH+ women. Maladaptive alterations in processing cancer stimuli may have important clinical implications, as these women must process complex cancer-related information critical to their health (e.g., options for chemoprevention, screening)."
START,START,2003773517,the ups and downs of memory,2010,matthew hugh erdelyi,american psychologist,1,44,76,"Ever since the classic work of Ebbinghaus (1885/1964), the default view in scientific psychology has been that memory declines over time. Less well-known clinical and laboratory traditions suggest, however, that memory can also increase over time. Ballard (1913) demonstrated that, actually, memory simultaneously increases and decreases over time and thus has not 1 but 2 tendencies. When more than 1 recall test is administered, a later test invariably shows loss of some items remembered earlier (oblivescence), but later tests also invariably show that previously unremembered items are recovered in later tests (reminis- cence). Depending on a number of factors (e.g., the stimulus used), the overall balance between reminiscence and oblivescence may be positive (hypermnesia) or negative (amnesia). Modern multitrial recall studies have extensively documented hypermnesic memory in single laboratory sessions and, also, although less frequently, over pe- riods of days, weeks, and even months. With hypermnesic memory now established, hypnosis has been shown not to add anything to regular hypermnesia. This article presents an integration of the scattered literatures, which now, after a century of experimental and clinical effort, coheres into a solid empirical picture, with numerous implications (e.g., for the recovered memory controversy, eyewitness testimony, repression, and subliminal perception)."
START,START,2118341258,predicting risk for oral and written language learning difficulties in students educated in a second language,2014,"caroline erdos, fred genesee, robert savage, corinne a haigh",applied psycholinguistics,1,19,37,"The extent to which risk for French as a second language (L2) reading and language learning impairment are distinct and can be predicted using first language (L1) predictors was examined in English-speaking students in total French immersion programs. A total of 86 children were tested in fall of kindergarten, spring kindergarten, and spring Grade 1 using an extensive battery of L1 predictor tests (in kindergarten) and L2 outcome tests (in Grade 1). Analyses of the kindergarten predictor scores revealed distinct underlying components, one related to reading and one to oral language. Further analyses revealed that phonological awareness, phonological access, and letter-sound knowledge in L1 were significant predictors of risk for reading difficulties in L2 while performance on L1 sentence repetition, phonological awareness, and tense marking tests in kindergarten were the best predictors of risk for L1 and L2 oral language difficulties. Both fall- and spring-kindergarten predictors predicted Grade 1 outcomes to a significant extent, with the spring-kindergarten predictors being more accurate. These results provide support for distinctive risk profiles for L2 oral language and reading difficulty and, furthermore, argue that assessment of L1 abilities can be used to make reasonably accurate predictions of later reading and/or oral language learning difficulties in L2 students."
START,START,2102492703,aberrant paralimbic gray matter in criminal psychopathy,2012,"elsa ermer, lora m cope, prashanth k nyalakanti, vince d calhoun, kent a kiehl",journal of abnormal psychology,1,121,63,"Psychopaths impose large costs on society, as they are frequently habitual, violent criminals. The pervasive nature of emotional and behavioral symptoms in psychopathy suggests that several associated brain regions may contribute to the disorder. Studies employing a variety of methods have converged on a set of brain regions in paralimbic cortex and limbic areas that appear to be dysfunctional in psychopathy. The present study further tests this hypothesis by investigating structural abnormalities using voxel-based morphometry in a sample of incarcerated men (N = 296). Psychopathy was associated with decreased regional gray matter in several paralimbic and limbic areas, including bilateral parahippocampal, amygdala, and hippocampal regions, bilateral temporal pole, posterior cingulate cortex, and orbitofrontal cortex. The consistent identification of paralimbic cortex and limbic structures in psychopathy across diverse methodologies strengthens the interpretation that these regions are crucial for understanding neural dysfunction in psychopathy. (PsycINFO Database Record (c) 2011 APA, all rights reserved). Language: en"
START,START,2148147771,emotional intelligence in incarcerated men with psychopathic traits,2012,"elsa ermer, rachel e kahn, peter salovey, kent a kiehl",journal of personality and social psychology,1,34,66,"The expression, recognition, and communication of emotional states are ubiquitous features of the human social world. Emotional intelligence (EI) is defined as the ability to perceive, manage, and reason about emotions, in oneself and others. Individuals with psychopathy have numerous difficulties in social interaction and show impairment on some emotional tasks. Here, the authors investigate the relation between EI and psychopathy in a sample of incarcerated men (N 374), using the Psychopathy Checklist—Revised (PCL-R; Hare, 2003) and the Mayer-Salovey-Caruso Emotional Intelligence Test (MSCEIT; Mayer, Salovey, & Caruso, 2002). The MSCEIT is a well-validated ability-based EI measure that does not rely on self-report judgments of emotional skills. The Hare PCL-R is the gold standard for the assessment of psychopathy in clinical populations. Controlling for general intelligence, psychopathy was associated with lower EI. These findings suggest individuals with psychopathy are impaired on a range of EI abilities and that EI is an important area for understanding deficits in psychopathy."
START,START,1991709148,proximal analysis of developmental dyslexia in adulthood the cognitive mosaic model,2005,"jane erskine, philip h k seymour",journal of educational psychology,1,18,57,"Dyslexic students may be disadvantaged in their use of written language, impeding academic achievement, and requiring remediation and concessions. A proximal analysis assessed the operations of the 3 major pathways (orthography to semantics, orthography to phonology, and phonology to orthography) within models of reading and spelling through lexical decision, reading aloud, and spelling aloud. No dyslexic individual exactly matched the group outcomes on all of the indicators, and no 2 dyslexic individuals presented identical profiles. A multicomponent mosaic model is supported whereby dyslexic difficulties relate to functions that require manipulation of orthographic and phonological units. A documented history and cognitive indicators of orthographic processing may offer a viable approach to the diagnosis, remediation, and concession of adult dyslexia in higher education."
START,START,2537552224,using wise interventions to motivate deliberate practice,2016,"lauren eskreiswinkler, elizabeth p shulman, victoria young, eli tsukayama, steven m brunwasser, angela l duckworth",journal of personality and social psychology,1,12,69,"Deliberate practice leads to world-class excellence across domains. In the current investigation, we examined whether psychologically “wise” interventions targeting expectancies and values—stock antecedents of ordinary effortful behaviors—could motivate nonexperts to engage in deliberate practice and improve their achievement. As a preliminary, we developed and validated a novel task measure of deliberate practice and confirmed its association with (a) expectancy-value beliefs, and (b) achievement in the nonexpert setting (Study 1). Next, across 4 longitudinal, randomized-controlled, field experiments, we intervened. Among lower-achievers, wise deliberate practice interventions improved math performance for 5th and 6th graders (Study 2), end-of-semester grades for undergraduates (Study 3), and end-of-quarter grades for 6th graders (Study 4); the same pattern of results emerged in end-of-quarter grades for 7th graders (Study 5). Following the intervention, expectancy-value beliefs and deliberate practice improved for 1 month (Study 4), but not 4 (Study 5). Treatment proved beneficial over and above 2 control conditions: 1 that taught standard study skills (Studies 2 and 3), and 1 that discussed deep interests, generalized motivation, and high achievement (Studies 4 and 5). Collectively, these findings provide preliminary support for the heretofore untested hypothesis that deliberate practice submits to the same laws that govern typical forms of effortful behavior, and that wise interventions that tap into these laws can spur short-term gains in adaptive beliefs, deliberate practice, and objectively measured achievement. (PsycINFO Database Record (c) 2016 APA, all rights reserved)"
START,START,1978605954,measuring the development of executive control with the shape school,2006,"kimberly andrews espy, rebecca bull, jessica martin, walter w stroup",psychological assessment,1,87,56,"Although several neurodevelopmental and psychiatric disorders can emerge during the preschool period, there are comparatively few instruments to assess executive control. Evidence for validity of the Shape School (K. A. Espy, 1997) was examined in a sample of 219 typically developing young children. There was good evidence for validity, as Shape School performance variables were interrelated and were associated to other criterion measures considered to measure aspects of executive control. Also suggesting validity, the Shape School variables varied as a function of whether the task demands (a) were executive, (b) required inhibition of a prepotent response or context-controlled selection among relevant stimulus-response sets, and (c) included unitary or concurrent processing. The Shape School may be an effective tool by which to measure executive control in young children who have atypical developmental patterns."
START,START,2037061122,processes of memory loss recovery and distortion,1997,w k estes,psychological review,1,132,20,NA
START,START,2010751907,a longitudinal examination of the persistence of late emerging reading disabilities,2016,"jill m etmanskie, marita partanen, linda s siegel",journal of learning disabilities,1,14,42,"There are some children who encounter unexpected reading difficulties in the fourth grade. This phenomenon has been described as late emerging reading disabilities (LERD). Using Grade 4 as a starting point, this study examined the reading development of 964 children between kindergarten and Grade 7. The results showed that 72.0% of children had typical reading performance in Grade 4, whereas there was 0.7% with poor word reading, 12.6% with poor reading comprehension, 2.5% with poor word reading and comprehension, and 12.2% with borderline performance. We also showed that there were similar proportions of children who had early versus late emerging reading difficulties; however, most of the late emerging poor readers recovered by Grade 7. Furthermore, our study showed that poor comprehenders showed poorer performance than typical readers on word reading, pseudoword decoding, and spelling between Grade 1 and Grade 7 and poorer performance on a working memory task in kindergarten. Overall, this study showed..."
START,START,2106341525,letter names letter sounds and phonological awareness an examination of kindergarten children across letters and of letters across children,2006,"mary ann evans, michelle bell, deborah shaw, shelley moretti, jodi page",reading and writing,1,101,67,"In this study 149 kindergarten children were assessed for knowledge of letter names and letter sounds, phonological awareness, and cognitive abilities. Through this it examined child and letter characteristics influencing the acquisition of alphabetic knowledge in a naturalistic context, the relationship between letter-sound knowledge and letter-name knowledge, and the prediction of Grade 1 phonological awareness and word identification from these variables. Knowledge of letter sounds was better for vowels and for letters with consonant–vowel names than for those with vowel–consonant names or names bearing little relationship to their sounds. However, there were anomalies within each category reflecting characteristics of the individual letters. Structural equation modelling showed that cognitive ability, comprising receptive vocabulary, non-verbal reasoning, rapid automatized naming of colours, and phonological memory significantly contributed to alphabetic knowledge and phonological awareness. In turn, letter-name knowledge but not phonological awareness predicted letter-sound knowledge and subsequent reading skill."
START,START,2009142393,a qualitative study of six medical students in a problem based curriculum toward a situated model of self regulation,2001,"dorothy h evensen, jill d salisburyglennon, jerry glenn",journal of educational psychology,1,69,80,"The authors followed 6 first-year medical students through their first semester in a problem-based learning curriculum to understand how they self-regulated their learning. The study, using a situated research strategy, resulted in a grounded theory built around the central phenomenon of stance. In short, learners illustrated different types of stances-proactive, reactive, retroactive, interactive, and transactive-that served to govern their perceptions of themselves and the environment, their selection of goals, and their adoption of learning strategies. Furthermore, recursive patterns of stances were longitudinally described as either evolving or shifting. Findings indicated that more successful students demonstrate an evolving, interactive-transactive stance that affected the ways they participated in the learning environment and the professional identities they were beginning to develop."
START,START,2801408393,pierre janet and the enchanted boundary of psychical research,2018,"renaud evrard, erika annabelle pratte, etzel cardena",history of psychology,1,2,42,"Among the founders of French psychology, Pierre Janet (1859 –1947) is recognized forboth his scientific and institutional roles. The psychology born at the turn of the 20thcentury was initially partly receptive to, but then engaged in, a battle with the “psychical marvelous,” and Janet was no exception. He was involved in the split between psychology and parapsychology (or “metapsychics” in France), developed at that time, playing several successive roles: the pioneer, the repentant, and the gatekeeper. At first, he was involved in so-called experimental parapsychology, but quickly chose not to engage directly in this kind of research any longer. Janet seemed to become embarrassed by his reputation as psychical researcher, so he increased his efforts to side with the more conventional thought of his time. Janet’s attitude, in this, is an example of howFrench nascent psychology has explored “marvelous phenomena” before recanting. Yetthis aspect of Janet’s work has been rarely commented on by his followers. In thisarticle, we describe the highlights of his epistemological journey. (Less)"
START,START,2942789786,children show adult like facial appearance biases when trusting others,2019,"louise ewing, clare a m sutherland, megan l willis",developmental psychology,1,0,39,"A large research literature details the powerful behavioral consequences that a trustworthy appearance can have on adult behavior. Surprisingly, few studies have investigated how these biases operate among children, despite the theoretical importance of understanding when these biases emerge in development. Here, we used an economic trust game to systematically investigate trust behavior in young children (5-8 years), older children (9-12 years) and adults. Participants played the game with child and adult ‘partners’ that varied in emotional expression (mild displays of happiness and anger, and a neutral baseline), which is known to modulate perceived trustworthiness. Strikingly, both groups of children showed adult-like facial appearance biases when trusting others, with no ‘own-age bias’. There were no developmental differences in the magnitude of this effect, which supports adult-like overgeneralisation of these transient emotion cues into enduring trait impressions that guide interpersonal behavior from as early as 5 years of age. Irrespective of whether or not they were explicitly directed to do so, all participants modulated their behavior in line with the emotion cues: more generous/trusting with happy partners, followed by neutral and then angry. These findings speak to the impressive sophistication of children’s early social cognition and provide key insights into the causal mechanisms driving trait impressions, suggesting they are not necessarily contingent upon protracted social experience."
START,START,2112637454,too proud to let go narcissistic entitlement as a barrier to forgiveness,2004,"julie j exline, roy f baumeister, brad j bushman, w keith campbell, eli j finkel",journal of personality and social psychology,1,304,85,"Narcissistic entitlement impedes forgiveness in ways not captured by other robust predictors (e.g., offense severity, apology, relationship closeness, religiosity, Big Five personality factors), as demonstrated in 6 studies. Narcissistic entitlement involves expectations of special treatment and preoccupation with defending one's rights. In Study 1, entitlement predicted less forgiveness and greater insistence on repayment for a past offense. Complementary results emerged from Study 2, which used hypothetical transgressions, and Study 3, which assessed broad forgiveness dispositions. Study 4 examined associations with the Big Five, and Study 5 extended the findings to a laboratory context. Study 6 demonstrated that entitlement predicted diminished increases in forgiveness over time. Taken together, these results suggest that narcissistic entitlement is a robust, distinct predictor of unforgiveness."
START,START,2035114357,not so innocent does seeing one s own capability for wrongdoing predict forgiveness,2008,"julie j exline, roy f baumeister, anne l zell, amy kraft, charlotte vanoyen witvliet",journal of personality and social psychology,1,108,72,"People are more forgiving toward transgressors if they see themselves as capable of committing similar offenses, as demonstrated in 7 studies. Methods included hypothetical scenarios, actual recalled offenses, individual and group processes, and correlational and experimental designs. Three factors mediated the link between personal capability and forgiveness: seeing the other's offense as less severe, greater empathic understanding, and perceiving oneself as similar to the transgressor. In terms of predicting forgiveness, it was important that people's own offenses were similar to the target offense in terms of both severity and type. The personal capability effect was independent of other established predictors of forgiveness and was more pronounced among men than women."
START,START,2045072593,subjective patterns of randomness and choice some consequences of collective responses,2009,"ruma falk, raphael falk, peter ayton",journal of experimental psychology human perception and performance,1,16,57,"Any individual's response intended to be random should be as probable as any other. However, 3 experiments show that many people's independent responses depart from the expected chance distribution. Participants responding to instructions of chance and related concepts favor the available options unequally in a similar way. Consequently, in hide-and-seek games, hiders converge on certain locations and are thereby detected beyond chance by seekers who share their preferences. People agree on salient and on nonsalient options, both of which are preferred under different instructions and even in the absence of instructions. Group responses strongly correlate under diverse, even opposing (e.g., competitive and cooperative) directions. Apparently, common default tendencies, combining random and aesthetic choices, are only somewhat modified under specific instructions. Maximal agreement with others is obtained by implementing one's own aesthetic preferences. These results broadly replicate in one- and two-dimensional tasks. Implications of the findings, their possible roots, and their connection to constructs from, e.g., game theory and subjective-complexity research, are discussed."
START,START,2474876696,when experience meets language statistics individual variability in processing english compound words,2015,"kaitlin falkauskas, victor kuperman",journal of experimental psychology learning memory and cognition,1,10,76,"Statistical patterns of language use demonstrably affect language comprehension and language production. This study set out to determine whether the variable amount of exposure to such patterns leads to individual differences in reading behaviour as measured via eye-movements. Previous studies have demonstrated that more proficient readers are less influenced by distributional biases in language (e.g. frequency, predictability, transitional probability) than poor readers. We hypothesized that a probabilistic bias that is characteristic of written but not spoken language would preferentially affect readers with greater exposure to printed materials in general and to the specific pattern engendering the bias. Readers of varying reading experience were presented with sentences including English compound words that can occur in two spelling formats with differing probabilities: concatenated (windowsill, used 40% of the time) or spaced (window sill, 60%). Linear mixed effects multiple regression models fitted to the eye-movement measures showed that the probabilistic bias towards the presented spelling had a stronger facilitatory effect on compounds that occurred more frequently (in any spelling) or belonged to larger morphological families, and on readers with higher scores on a test of exposure-to-print. Thus, the amount of support towards the compound’s spelling is effectively exploited when reading, but only when the spelling patterns are entrenched in an individual’s mental lexicon via overall exposure to print and to compounds with alternating spelling. We argue that research on the interplay of language use and structure is incomplete without proper characterization of how particular individuals, with varying levels of experience and skill, learn these language structures."
START,START,2325206663,form to expectation matching effects on first pass eye movement measures during reading,2015,"thomas a farmer, shaorong yan, klinton bicknell, michael k tanenhaus",journal of experimental psychology human perception and performance,1,7,102,"Recent Electroencephalography/Magnetoencephalography (EEG/MEG) studies suggest that when contextual information is highly predictive of some property of a linguistic signal, expectations generated from context can be translated into surprisingly low-level estimates of the physical form-based properties likely to occur in subsequent portions of the unfolding signal. Whether form-based expectations are generated and assessed during natural reading, however, remains unclear. We monitored eye movements while participants read phonologically typical and atypical nouns in noun-predictive contexts (Experiment 1), demonstrating that when a noun is strongly expected, fixation durations on first-pass eye movement measures, including first fixation duration, gaze duration, and go-past times, are shorter for nouns with category typical form-based features. In Experiments 2 and 3, typical and atypical nouns were placed in sentential contexts normed to create expectations of variable strength for a noun. Context and typicality interacted significantly at gaze duration. These results suggest that during reading, form-based expectations that are translated from higher-level category-based expectancies can facilitate the processing of a word in context, and that their effect on lexical processing is graded based on the strength of category expectancy."
START,START,2145888106,growth and predictors of change in english language learners reading comprehension,2013,"fataneh farnia, esther geva",journal of research in reading,1,72,60,"This study modelled reading comprehension trajectories in Grades 4 to 6 English language learners (ELLs = 400), with different home language backgrounds, and in English monolinguals (EL1s = 153), and examined an augmented Simple View of Reading model. The contribution of Grade 1 (early) and Grade 4 (late) cognitive, language and word-level reading to Grade 6 reading comprehension was examined. The reading comprehension trajectory was non-linear in ELLs but linear in EL1s. Syntax predicted consistently rate of growth in reading comprehension. ELLs consistently underperformed EL1s on reading comprehension. Word-level reading and all components of language (vocabulary, syntax and listening comprehension) remained stable predictors of Grade 6 reading comprehension. Grade 1 phonological awareness, naming speed and working memory predicted reading comprehension in Grade 6, as did Grade 4 phonological short-term memory. Results support an augmented Simple View of Reading that includes cognitive, word-level and language components, and underscore the importance of considering developmental changes in the constructs."
START,START,2962750445,family conflict observations and outcomes among adopted school age children with lesbian gay and heterosexual parents,2019,"rachel h farr, samuel t bruun, kyle a simon",journal of family psychology,1,0,0,NA
START,START,2003017894,temporal clustering and sequencing in short term memory and episodic memory,2012,simon farrell,psychological review,1,107,342,"A model of short-term memory and episodic memory is presented, with the core assumptions that (a) people parse their continuous experience into episodic clusters and (b) items are clustered together in memory as episodes by binding information within an episode to a common temporal context. Along with the additional assumption that information within a cluster is serially ordered, the model accounts for a number of phenomena from short-term memory (with a focus on serial recall) and episodic memory (with a focus on free recall). The model also accounts for the effects of aging on serial and free recall, apparent temporal isolation effects in short- and long-term memory, and the relation between individual differences in working memory and episodic memory performance."
START,START,2072445717,the home literacy environment and latino head start children s emergent literacy skills,2013,"jo ann m farver, yiyuan xu, christopher j lonigan, stefanie eppe",developmental psychology,1,73,72,"Abstract This study examined children's early literacy skills in both English and Spanish at entry to preschool to investigate the pattern of association among these skills and their families' home language and literacy practices. The participants were 392 primarily Latino immigrant (85%) families and their children. Mothers completed questionnaires about their families and their home literacy environment (HLE), and children's emergent literacy skills were measured in English and Spanish at the outset of the preschool year. Project assistants interviewed mothers in their homes and tallied the presence of literacy-related materials. Results of structural equation modeling showed that the 3 preliteracy skills were significantly associated within and across English and Spanish, suggesting the possible transfer of these early preliteracy skills across languages. For the English language HLE, parents' literacy-related behaviors, sibling-child reading, and families' literacy resources were all associated with children's English oral language skills, and their English print knowledge was associated with their home resources. For the Spanish language HLE, only parents' literacy-related behaviors were related to children's Spanish oral language and print knowledge skills. There were no significant cross-linguistic relations between any aspect of the English HLE and children's Spanish preliteracy skills, whereas parents' literacy-related behaviors in Spanish were negatively associated with children's English oral language and phonological awareness skills. Given the importance of oral language and vocabulary in promoting children's literacy, these results indicate that parents can support this skill in both languages, but their relative impact seems to be within rather across language."
START,START,2044675030,single and double deficits in early readers in rural low wealth communities,2016,pledger m fedora,reading & writing quarterly,1,1,79,"This study used secondary data to test the double-deficit hypothesis that rapid automatized naming (RAN) deficits and phonological awareness (PA) deficits are 2 core reading-related deficits and that students exhibiting deficits in both areas would be the most severely impaired in entry-level reading ability. Specifically, this study investigated the contribution of deficits in RAN and PA separately and in combination to the entry-level reading skills of 126 first-grade students in 2 rural, low-wealth school districts. Deficit subgroup comparisons indicated that students with deficits in RAN and PA existing comorbidly were the most severely impaired in entry-level reading skills. The results of this study support and extend the research on the double-deficit hypothesis and have implications for the early identification of students who may have a learning disability and early intervention to prevent reading disabilities."
START,START,2921016927,understanding the process of moralization how eating meat becomes a moral issue,2019,"matthew feinberg, chloe kovacheff, rimma teper, yoel inbar",journal of personality and social psychology,1,4,88,"A large literature demonstrates that moral convictions guide many of our thoughts, behaviors, and social interactions. Yet, we know little about how these moral convictions come to exist. In the present research we explore moralization—the process by which something that was morally neutral takes on moral properties—examining what factors facilitate and deter it. In 3 longitudinal studies participants were presented with morally evocative stimuli about why eating meat should be viewed as a moral issue. Study 1 tracked students over a semester as they took a university course that highlighted the suffering animals endure because of human meat consumption. In Studies 2 and 3 participants took part in a mini-course we developed which presented evocative videos aimed at inducing moralization. In all 3 studies, we assessed participants’ beliefs, attitudes, emotions, and cognitions at multiple time points to track moral changes and potential factors responsible for such changes. A variety of factors, both cognitive and affective, predicted participants’ moralization or lack thereof. Model testing further pointed to two primary conduits of moralization: the experience of moral emotions (e.g., disgust, guilt) felt when contemplating the issue, and moral piggybacking (connecting the issue at hand with one’s existing fundamental moral principles). Moreover, we found individual differences, such as how much one holds their morality as central to their identity, also predicted the moralization process. We discuss the broad theoretical and applied implications of our results. (PsycINFO Database Record (c) 2019 APA, all rights reserved)"
START,START,2953536705,measuring moral politics how strict and nurturant family values explain individual differences in conservatism liberalism and the political middle,2019,"matthew feinberg, elisabeth wehling, joanne m chung, laura r saslow, ingrid melvaer paulin",journal of personality and social psychology,1,1,90,NA
START,START,2058039621,the virtues of gossip reputational information sharing as prosocial behavior,2012,"matthew feinberg, robb willer, jennifer e stellar, dacher keltner",journal of personality and social psychology,1,120,102,"Reputation systems promote cooperation and deter antisocial behavior in groups. Little is known, however, about how and why people share reputational information. Here, we seek to establish the existence and dynamics of prosocial gossip, the sharing of negative evaluative information about a target in a way that protects others from antisocial or exploitative behavior. We present a model of prosocial gossip and the results of 4 studies testing the model's claims. Results of Studies 1 through 3 demonstrate that (a) individuals who observe an antisocial act experience negative affect and are compelled to share information about the antisocial actor with a potentially vulnerable person, (b) sharing such information reduces negative affect created by observing the antisocial behavior, and (c) individuals possessing more prosocial orientations are the most motivated to engage in such gossip, even at a personal cost, and exhibit the greatest reduction in negative affect as a result. Study 4 demonstrates that prosocial gossip can effectively deter selfishness and promote cooperation. Taken together these results highlight the roles of prosocial motivations and negative affective reactions to injustice in maintaining reputational information sharing in groups. We conclude by discussing implications for reputational theories of the maintenance of cooperation in human groups."
START,START,2898758774,effectiveness of evidence based psychotherapy for posttraumatic distress within a jail diversion program,2018,"zoe r feingold, annie b fox, tara e galovski",psychological services,1,1,29,NA
START,START,2082269092,bringing a mythological perspective to clinical practice,1990,david feinstein,psychotherapy,1,7,12,NA
START,START,2037867654,the work of milton erickson a multisystem model of eclectic therapy,1985,jeffrey b feldman,psychotherapy,1,2,30,NA
