Key,ID,Title,Year,Author,Pub_Type
PCC8LAND,1994048523,latent change models of adult cognition are changes in processing speed and working memory associated with changes in episodic memory,2003,"Hertzog, Christopher; Dixon, Roger A.; Hultsch, David F.; MacDonald, Stuart W. S.",1
Z3C9DT5Y,2625496658,gaze behavior to faces during dyadic interaction,2017,"Hessels, Roy S.; Cornelissen, Tim H. W.; Hooge, Ignace T. C.; Kemner, Chantal",1
3FPZIANZ,2149870839,the interpersonal expression of perfection perfectionistic self presentation and psychological distress,2003,"Hewitt, Paul L.; Flett, Gordon L.; Sherry, Simon B.; Habke, Marie; Parkin, Melanie; Lam, Raymond W.; McMurtry, Bruce; Ediger, Evelyn; Fairlie, Paul; Stein, Murray B.",1
7N9KL9XW,2171909609,narcissism shame masochism and object relations an exploratory correlational study,1992,"Hibbard, Stephen",1
3AVVG5TP,2134833347,multisite randomized trial of behavioral interventions for women with co occurring ptsd and substance use disorders,2009,"Hien, Denise A.; Wells, Elizabeth A.; Jiang, Huiping; Suarez-Morales, Lourdes; Campbell, Aimee N. C.; Cohen, Lisa R.; Miele, Gloria M.; Killeen, Therese; Brigham, Gregory S.; Zhang, Yulei; Hansen, Cheri; Hodgkins, Candace; Hatch-Maillette, Mary; Brown, Chanda; Kulaga, Agatha; Kristman-Valente, Allison; Chu, Melissa; Sage, Robert; Robinson, James A.; Liu, David; Nunes, Edward V.",1
C64QEHFK,2974854093,perceived relevance of digital badges predicts longitudinal change in program engagement,2019,"Higashi, Ross; Schunn, Christian D.",1
A5957KZI,2902392303,silence is golden a mixed methods investigation of silence in one case of psychodynamic psychotherapy,2018,"Hill, Clara E.; Kline, Kathryn V.; O'Connor, Seini; Morales, Katherine; Li, Xu; Kivlighan, Dennis M. Jr.; Hillman, Justin",1
7445J5I3,1992604586,an examination of the convergent and discriminant validity of the strengths and difficulties questionnaire,2007,"Hill, Crystal R.; Hughes, Jan N.",1
63TGESSA,2904773422,depressive symptoms in latina mothers in an emerging immigrant community,2019,"Hill, Daphne J.; Blanco Martinez, Sarai; Mejia, Yesenia; Kulish, Andrea L.; Cavanaugh, Alyson M.; Stein, Gabriela L.",1
295S869H,2047083687,welfare policies and very young children experimental data on stage environment fit,2008,"Hill, Heather D.; Morris, Pamela",1
VZ4L3P7W,2158997520,boosting beauty in an economic decline mating spending and the lipstick effect,2012,"Hill, Sarah E.; Rodeheffer, Christopher D.; Griskevicius, Vladas; Durante, Kristina; White, Andrew Edward",1
T7BVQ69C,2161396626,aerobic fitness and cognitive development event related brain potential and task performance indices of executive control in preadolescent children,2009,"Hillman, Charles H.; Buck, Sarah M.; Themanson, Jason R.; Pontifex, Matthew B.; Castelli, Darla M.",1
2YYV3ZQH,2034184018,a call for psychotherapy integration in work with older adult patients,2002,"Hillman, Jennifer; Stricker, George",1
7EH7KMDA,2940881815,consent wantedness and pleasure three dimensions affecting the perceived stress of and judgements of rape in sexual encounters,2019,"Hills, Peter J.; Seib, Elisabeth; Pleva, Megan; Smythe, Jessica; Gosling, Molly-Rose; Cole, Terri",1
M8QBBIJZ,2029299509,putting ifs to work goal based relevance in conditional directives,2005,"Hilton, Denis J.; Kemmelmeier, Markus; Bonnefon, Jean-François",1
GJ67CGPK,2069198195,assessment and early instruction of preschool children at risk for reading disability,2005,"Hindson, Barbara; Byrne, Brian; Fielding-Barnsley, Ruth; Newman, Cara; Hine, Donald W.; Shankweiler, Donald",1
7ZYTW3N7,2045275820,the impact of geropsychology training,2002,"Hinrichsen, Gregory A.; McMeniman, Marjorie",1
4AJ3FBVQ,2079071368,neuropsychological functioning of girls with attention deficit hyperactivity disorder followed prospectively into adolescence evidence for continuing deficits,2007,"Hinshaw, Stephen P.; Carte, Estol T.; Fan, Catherine; Jassy, Jonathan S.; Owens, Elizabeth B.",1
N4B438HS,2102431974,preadolescent girls with attention deficit hyperactivity disorder ii neuropsychological performance in relation to subtypes and individual classification,2002,"Hinshaw, Stephen P.; Carte, Estol T.; Sami, Nilofar; Treuting, Jennifer J.; Zupan, Brian A.",1
Z9UYMNUD,2551858824,justifying sexual assault anonymous perpetrators speak out online,2017,"Hipp, Tracy N.; Bellis, Alexandra L.; Goodnight, Bradley L.; Brennan, Carolyn L.; Swartout, Kevin M.; Cook, Sarah L.",1
4WTS2EHK,2051509092,experiencing processes of growth coping and ptg among mothers who were exposed to rocket attacks,2012,"Hirsch, Tal Litvak; Lazar, Alon",1
S8TNGQHC,2949868181,preschool predictors of later reading comprehension ability a systematic review campbell systematic reviews 2017 14,2017,"Hjetland, Hanne Næss; Brinchmann, Ellen Irén; Scherer, Ronny; Melby-Lervåg, Monica; Campbell Collaboration",0
HRAHT32E,2904863952,pathways to reading comprehension a longitudinal study from 4 to 9 years of age,2019,"Hjetland, Hanne Næss; Lervåg, Arne; Lyster, Solveig-Alma Halaas; Hagtvet, Bente Eriksen; Hulme, Charles; Melby-Lervåg, Monica",1
5Z9MNH6J,2025737183,preschool predictors of dyslexia status in chinese first graders with high or low familial risk,2014,"Ho, Connie Suk-han",1
TYTCD8CL,2116265103,reading related cognitive deficits in developmental dyslexia attention deficit hyperactivity disorder and developmental coordination disorder among chinese children,2005,"Ho, Connie Suk-Han; Chan, David Wai-Ock; Leung, Patrick W. L.; Lee, Suk-Han; Tsang, Suk-Man",1
7SENVI9A,2020476691,naming speed deficits and phonological memory deficits in chinese developmental dyslexia,1999,"Ho, Connie Suk-Han; Lai, Daphne Ngar-Chi",1
N8H6XUGU,2751125475,examining an extended simple view of reading in chinese the role of naming efficiency for reading comprehension,2017,"Ho, Connie Suk-Han; Zheng, Mo; McBride, Catherine; Hsu, Lucy Shih Ju; Waye, Mary M. Y.; Kwok, Jocelyn Ching-Yan",1
9TUAY4PH,2900357015,a camel through the eye of a needle the influence of the prosperity gospel on financial risk taking optimistic bias and positive emotion,2018,"Hobson, Nicholas M.; Kim, Juensung J.; MacDonald, Geoff",1
FCV4H3EY,2133759616,prediction of children s reading skills using behavioral functional and structural neuroimaging measures,2007,"Hoeft, Fumiko; Ueno, Takefumi; Reiss, Allan L.; Meyler, Ann; Whitfield-Gabrieli, Susan; Glover, Gary H.; Keller, Timothy A.; Kobayashi, Nobuhisa; Mazaika, Paul; Jo, Booil; Just, Marcel Adam; Gabrieli, John D. E.",1
RDHJSISN,2047938644,gender stereotypes perception or rationalization,1990,"Hoffman, Curt; Hurst, Nancy",1
KD8U4CK9,2771453755,concepts control and context a connectionist account of normal and disordered semantic cognition,2018,"Hoffman, Paul; McClelland, James L.; Lambon Ralph, Matthew A.",1
V9NM5YUE,2286286926,close relationships and self regulation how relationship satisfaction facilitates momentary goal pursuit,2015,"Hofmann, Wilhelm; Finkel, Eli J.; Fitzsimons, Gráinne M.",1
3JWJNZJK,2327284555,semantic preview benefit during reading,2014,"Hohenstein, Sven; Kliegl, Reinhold",1
I7ZRE38H,1989340372,the structure of genetic influences on general cognitive language phonological and reading abilities,1999,"Hohnen, Bettina; Stevenson, Jim",1
LST263V2,2037424642,is the simple view of reading too simple,2010,"Høien-Tengesdal, Ingjerd",1
R9ZH84IL,2075811233,the role of phonological awareness rapid automatized naming and orthographic processing in word reading,2004,"Holland, Jason; McIntosh, David; Huffman, Lisa",1
RSFLHX2J,2003953443,bias in proportion judgments the cyclical power model,2000,"Hollands, J. G.; Dyre, Brian P.",1
9QGZD3AT,2899336493,mental illness discrimination and support experienced by people who are of color and or lgb considering intersecting identities,2019,"Holley, Lynn C.; Oh, Hyunsung; Thomas, De'Shay",1
MYNYINPB,2617988449,music education academic achievement and executive functions,2017,"Holochwost, Steven J.; Propper, Cathi B.; Wolf, Dennie Palmer; Willoughby, Michael T.; Fisher, Kelly R.; Kolacz, Jacek; Volpe, Vanessa V.; Jaffee, Sara R.",1
TDR26JKI,1981494887,predicting age related dual task effects with individual differences on neuropsychological tests,2005,"Holtzer, Roee; Stern, Yaakov; Rakitin, Brian C.",1
FQAG82TG,2078707540,testing the holtzworth munroe and stuart 1994 batterer typology,2000,"Holtzworth-Munroe, Amy; Meehan, Jeffrey C.; Herron, Katherine; Rehman, Uzma; Stuart, Gregory L.",1
Q9YE6R5C,2038901583,bidirectional reasoning in decision making by constraint satisfaction,1999,"Holyoak, Keith J.; Simon, Dan",1
IWIIH53X,252413521,functional symptoms in infectious disease reading into titers,2014,"Holz, Wendy A.; Shaw, Jana",0
BN83TXZ6,2057892852,structural equations modeling test of a turnover theory cross sectional and longitudinal analyses,1991,"Hom, Peter W.; Griffeth, Rodger W.",1
GJ47YHRC,1989555367,challenging conventional wisdom about who quits revelations from corporate america,2008,"Hom, Peter W.; Roberson, Loriann; Ellis, Aimee D.",1
H59VKUGV,1982138952,bogus concerns about the false prototype enhancement effect,2011,"Homa, Donald; Hout, Michael C.; Milliken, Laura; Milliken, Ann Marie",1
XRJ9UKDJ,1986252854,establishing collective norms potentials for participatory justice in rwanda,2004,"Honeyman, Catherine; Hudani, Shakirah; Tiruneh, Alfa; Hierta, Justina; Chirayath, Leila; Iliff, Andrew; Meierhenrich, Jens",1
CR7KR3T8,2960348051,identifying individual differences in adolescent neuropsychological function using the nih toolbox an application of partially ordered classification modeling,2019,"Honomichl, Ryan D.; Taylor, H. Gerry; Carr, Sarah J. A.; Istrate, Ana E.; Tatsuoka, Curtis",1
SQN64UJ4,2012162731,fanonian ambivalence on psychoanalysis and postcolonial critique,2013,"Hook, Derek; Truscott, Ross",1
E7ZIFMFL,1978987499,preschool predictors of narrative writing skills in elementary school children,2010,"Hooper, Stephen R.; Roberts, Joanne E.; Nelson, Lauren; Zeisel, Susan; Kasambira Fannin, Danai",1
GJ64ISKJ,2275723425,effects of cognitive control training on the dynamics of mal adaptive emotion regulation in daily life,2016,"Hoorelbeke, Kristof; Koster, Ernst H. W.; Demeyer, Ineke; Loeys, Tom; Vanderhasselt, Marie-Anne",1
TYNAKR9N,2898473086,flattering to deceive why people misunderstand benevolent sexism,2019,"Hopkins-Doyle, Aife; Sutton, Robbie M.; Douglas, Karen M.; Calogero, Rachel M.",1
FX6D3VVH,2333869991,evaluation of an intervention designed for men who were abused in childhood and are experiencing symptoms of posttraumatic stress disorder,2013,"Hopton, Jennifer L.; Huta, Veronika",1
FWFNHIWH,2131986703,disgust and the moralization of purity,2009,"Horberg, E. J.; Oveis, Christopher; Keltner, Dacher; Cohen, Adam B.",1
SGT9YFSX,2972990085,embodied remorse physical displays of remorse increase positive responses to public apologies but have negligible effects on forgiveness,2019,"Hornsey, Matthew J.; Wohl, Michael J. A.; Harris, Emily A.; Okimoto, Tyler G.; Thai, Michael; Wenzel, Michael",1
Z8USAPCS,2734484919,the power of vowels contributions of vowel consonant and digit ran to clinical approaches in reading development,2017,"Hornung, Caroline; Martin, Romain; Fayol, Michel",1
SEXB7P3X,2761262680,general and specific contributions of ran to reading and arithmetic fluency in first graders a longitudinal latent variable approach,2017,"Hornung, Caroline; Martin, Romain; Fayol, Michel",1
EEZQUT7A,2107178829,reading improvement in english and hebrew speaking children with reading difficulties after reading acceleration training,2014,"Horowitz-Kraus, Tzipi; Cicchino, Nicole; Amiel, Merav; Holland, Scott K.; Breznitz, Zvia",1
4MC2M9K7,2313458101,capability to care supporting the health of informal caregivers for older people,2015,"Horrell, Barbara; Stephens, Christine; Breheny, Mary",1
NPEGDXQR,2949521710,decision field theory planning a cognitive model of planning on the fly in multistage decision making,2019,"Hotaling, Jared M.",0
3DDLM6GA,2073964384,differential cognitive effects of cycling versus stretching coordination training in middle aged adults,2012,"Hötting, Kirsten; Reich, Barbara; Holzschneider, Kathrin; Kauschke, Katrin; Schmidt, Tobias; Reer, Rüdiger; Braumann, Klaus-Michael; Röder, Brigitte",1
G5ZUYTLT,2966179378,zooming in on orthographic knowledge to clarify the relationship between rapid automatised naming ran and word reading,2019,"Houlis, Kamariani; Hogben, John H.; Visser, Troy; Ohan, Jeneva L.; Anderson, Mike; Heath, Steve M.",1
BBF39C6B,2044829046,negative political advertising and choice conflict,1999,"Houston, David A.; Doan, Kelly; Roskos-Ewoldsen, David",1
U2Z5J4KR,1988172066,behold our creationp what counseling psychology has become and might yet become,1992,"Howard, George S.",1
PWM98W59,2087377488,can there be an empirical science of volitional action,1986,"Howard, George S.; Conway, Christine G.",1
PADJG8UM,2045551313,life science and the role of therapy in the pursuit of happiness,1988,"Howard, George S.; DiGangi, Mary; Johnson, Andy J.",1
JZYCTCGD,59817486,examining the neurocognitive profile of dysnomia a comparison of school aged children with and without dyslexia across the domains of expressive language attention memory and academic achievement,2010,"Howarth, Robyn Ann",0
6FEWXZSR,2015296860,developmental and reader ability differences in semantic processing efficiency,1986,"Howell, Margaret J.; Manis, Franklin R.",1
M5A7SFAZ,1970453898,what aspects of peer relationships are impaired in children with attention deficit hyperactivity disorder,2005,"Hoza, Betsy; Mrug, Sylvie; Gerdes, Alyson C.; Hinshaw, Stephen P.; Bukowski, William M.; Gold, Joel A.; Kraemer, Helena C.; Pelham, William E. Jr.; Wigal, Timothy; Arnold, L. Eugene",1
QUPBMU4N,2962022109,academic task persistence of normally achieving adhd and control boys self evaluations and attributions,2001,"Hoza, Betsy; Waschbusch, Daniel A.; Owens, Julie Sarno; Pelham, William E.; Kipp, Heidi",1
VK3QY7FV,2139560547,distinction bias misprediction and mischoice due to joint evaluation,2004,"Hsee, Christopher K.; Zhang, Jiao",1
LLIFWK8W,2091114540,the hawthorne experiments and the introduction of jean piaget in american industrial psychology 1929 1932,2002,"Hsueh, Yeh",1
8QWLFVIQ,2278319319,english reading instruction in china chinese teachers perspectives and comments,2014,"Hu, Ran; Baumann, James F.",1
K75M9LMY,2130898776,exploring bilingual books with five chinese first graders children s responses and biliteracy development,2012,"Hu, Ran; Chen, Xiaoning; Li, Xiuping",1
LZVY3B77,1983940737,a case study emergent biliteracy in english and chinese of a 5 year old chinese child with wordless picture books,2008,"Hu, Ran; Commeyras, Michelle",1
URWN9XUV,2344878959,examining meaning making from reading wordless picture books in chinese and english by three bilingual children,2018,"Hu, Ran; Liu, Xiaoming; Zheng, Xun",1
8SSQYX8F,2371715949,characteristics of eye movements of chinese children with specific reading disability in rapid naming task,2007,"Huang, Xu; Wu, Han-Rong; Jing, Jin",1
FBQJ9Z4M,2132099220,the effect of stereotype threat on performance of a rhythmic motor skill,2015,"Huber, Meghan E.; Seitchik, Allison E.; Brown, Adam J.; Sternad, Dagmar; Harkins, Stephen G.",1
8CPJSGFL,2330805382,toward a model framework of generalized parallel componential processing of multi symbol numbers,2015,"Huber, Stefan; Cornelsen, Sonja; Moeller, Korbinian; Nuerk, Hans-Christoph",1
IDECYQYE,2519615113,a general model framework for multisymbol number comparison,2016,"Huber, Stefan; Nuerk, Hans-Christoph; Willmes, Klaus; Moeller, Korbinian",1
UPGUMVS7,2921794923,comparing apples and oranges curricular intensification reforms can change the meaning of students grades,2019,"Hübner, Nicolas; Wagner, Wolfgang; Hochweber, Jan; Neumann, Marko; Nagengast, Benjamin",1
JSXSMYYX,2898389145,you have to follow through attaining behavioral change goals predicts volitional personality change,2019,"Hudson, Nathan W.; Briley, Daniel A.; Chopik, William J.; Derringer, Jaime",1
5M4HLZQU,2037151470,repeated reading of syllables among finnish speaking children with poor reading skills,2010,"Huemer, Sini; Aro, Mikko; Landerl, Karin; Lyytinen, Heikki",1
PKNPPZ8N,2045645615,relation of reading rate and rapid automatic naming among third graders,2002,"Huff, Elisa; Sorenson, Jody; Dancer, Jess",1
U5JVEXAQ,2016945111,autistic children s difficulty with mental disengagement from an object its implications for theories of autism,1993,"Hughes, Claire; Russell, James",1
VWCGEJQQ,2099595601,social presence effects in the stroop task further evidence for an attentional view of social facilitation,1999,"Huguet, Pascal; Galvaing, Marie P.; Monteil, Jean M.; Dumas, Florence",1
USZ8ALT7,2507475192,making connections replicating and extending the utility value intervention in the classroom,2017,"Hulleman, Chris S.; Kosovich, Jeff J.; Barron, Kenneth E.; Daniel, David B.",1
N5WGIVLH,2184230429,the foundations of literacy development in children at familial risk of dyslexia,2015,"Hulme, Charles; Nash, Hannah M.; Gooch, Debbie; Lervåg, Arne; Snowling, Margaret J.",1
JLRMT4D7,2045437414,longitudinal stability of reading related skills and their prediction of reading development,2010,"Hulslander, Jacqueline; Olson, Richard K.; Willcutt, Erik G.; Wadsworth, Sally J.",1
YBZX54VX,2071121422,orthographic processing abilities of adolescents with dyslexia,1997,"Hultquist, Alan M.",1
2R84C74N,2030054443,intraindividual variability in cognitive performance in older adults comparison of adults with mild dementia adults with arthritis and healthy adults,2000,"Hultsch, David F.; MacDonald, Stuart W. S.; Hunter, Michael A.; Levy-Bencheton, Judi; Strauss, Esther",1
SGIY5IMN,1995921430,distributed representations of structure a theory of analogical access and mapping,1997,"Hummel, John E.; Holyoak, Keith J.",1
8IHPWNIY,1986787497,a symbolic connectionist theory of relational inference and generalization,2003,"Hummel, John E.; Holyoak, Keith J.",1
WYG3DY8G,2167556227,the whorfian hypothesis a cognitive psychology perspective,1991,"Hunt, Earl; Agnoli, Franca",1
VKC2IRV4,2109448984,effects of diurnal variation on the test of variables of attention performance in young adults with attention deficit hyperactivity disorder,2012,"Hunt, Melissa G.; Bienstock, Solomon W.; Qiang, Judy Kexin",1
I3QBVG5J,1994552563,effects of diurnal variation and caffeine consumption on test of variables of attention tova performance in healthy young adults,2011,"Hunt, Melissa G.; Momjian, Ani J.; Wong, Keri K.",1
WIC3ZT7P,2057943557,executive dysfunctions reading disabilities and speech language pathology evaluation,2014,"Hus, Yvette",1
MPKSSAI8,2471067982,memory and language improvements following cognitive control training,2017,"Hussey, Erika K.; Harbison, J. Isaiah; Teubner-Rhodes, Susan E.; Mishler, Alan; Velnoskey, Kayla; Novick, Jared M.",1
INN838CA,2026336103,impacts on children of a policy to promote employment and reduce poverty for low income parents new hope after 5 years,2005,"Huston, Aletha C.; Duncan, Greg J.; McLoyd, Vonnie C.; Crosby, Danielle A.; Ripke, Marika N.; Weisner, Thomas S.; Eldred, Carolyn A.",1
REEXDN72,92152711,automatized processing in learning disabled adults ran ras and reading,1989,"Hutchens, Teresa A.",0
DBWXM26I,2025199629,auditory memory distortion for spoken prose,2012,"Hutchison, Joanna L.; Hubbard, Timothy L.; Ferrandino, Blaise; Brigante, Ryan; Wright, Jamie M.; Rypma, Bart",1
E4PW6TYQ,2952326895,measuring task set preparation versus mind wandering using pupillometry,2019,"Hutchison, Keith A.; Moffitt, Chad C.; Hart, Katie; Hood, Audrey V. B.; Watson, Jason M.; Marchak, Frank M.",1
LYJGNMWD,2080622426,the varieties of speech to young children,2007,"Huttenlocher, Janellen; Vasilyeva, Marina; Waterfall, Heidi R.; Vevea, Jack L.; Hedges, Larry V.",1
JF66E4EE,2042619797,the role of the verb in grammatical function assignment in english and korean,2014,"Hwang, Heeju; Kaiser, Elsi",1
FGEKUIJH,2099643868,dyslexia and brain morphology,1989,"Hynd, George W.; Semrud-Clikeman, Margaret",1
7T3YGSJR,2060099841,how does rapid automatized naming ran correlate with measures of reading fluency in arabic,2015,"Ibrahim, Raphiq",1
H5N9ZGZT,2913731067,adolescents cognitive capacity reaches adult levels prior to their psychosocial maturity evidence for a maturity gap in a multinational cross sectional sample,2019,"Icenogle, Grace; Steinberg, Laurence; Duell, Natasha; Chein, Jason; Chang, Lei; Chaudhary, Nandita; Di Giunta, Laura; Dodge, Kenneth A.; Fanti, Kostas A.; Lansford, Jennifer E.; Oburu, Paul; Pastorelli, Concetta; Skinner, Ann T.; Sorbring, Emma; Tapanya, Sombat; Uribe Tirado, Liliana M.; Alampay, Liane P.; Al-Hassan, Suha M.; Takash, Hanan M. S.; Bacchini, Dario",1
YDGSG4HR,2147110894,atypical sulcal pattern in children with developmental dyslexia and at risk kindergarteners,2016,"Im, Kiho; Raschle, Nora Maria; Smith, Sara Ashley; Grant, P. Ellen; Gaab, Nadine",1
V8Z3UTUS,2023058073,cultural differences in complex addition efficient chinese versus adaptive belgians and canadians,2009,"Imbo, Ineke; LeFevre, Jo-Anne",1
PQ99MWIX,2006308346,linking perceived control physical activity and biological health to memory change,2013,"Infurna, Frank J.; Gerstorf, Denis",1
HI72CP88,2031115814,dynamic links between memory and functional limitations in old age longitudinal evidence for age based structural dynamics from the ahead study,2011,"Infurna, Frank J.; Gerstorf, Denis; Ryan, Lindsay H.; Smith, Jacqui",1
DJPFIVLZ,2029493253,word integration and regression programming during reading a test of the e z reader 10 model,2009,"Inhoff, Albrecht W.; Greenberg, Seth N.; Solomon, Matthew; Wang, Chin-An",1
2VP67GRX,2583130000,cognitive predictors of literacy acquisition in syllabic hiragana and morphographic kanji,2017,"Inoue, Tomohiro; Georgiou, George K.; Muroya, Naoko; Maekawa, Hisao; Parrila, Rauno",1
3J6UG2NU,2788722687,examining an extended home literacy model the mediating roles of emergent literacy skills and reading fluency,2018,"Inoue, Tomohiro; Georgiou, George K.; Parrila, Rauno; Kirby, John R.",1
PH4Z9R66,2158790940,stereotype threat spillover how coping with threats to social identity affects aggression eating decision making and attention,2010,"Inzlicht, Michael; Kang, Sonia K.",1
N37M93VI,2021218615,is a cerebellar deficit the underlying cause of reading disabilities,2012,"Irannejad, Shahrzad",1
BZ42YIGL,2783299660,using the factor of curves model to evaluate associations among multiple family constructs over time,2017,"Isiordia, Marilu; Conger, Rand; Robins, Richard W.; Ferrer, Emilio",1
JDQ438RV,2288644228,specific language impairment sli and reading development in early school years,2016,"Isoaho, Pia; Kauppila, Timo; Launonen, Kaisa",1
3L4MBDX5,1973182057,seven case studies of individuals expelled from positive only programs,2010,"Israel, Matthew L.; Blenkush, Nathan A.; von Heyn, Robert E.; Sands, Christine C.",0
UX4KE9VE,2820318776,when emotions run high a critical role for context in the unfolding of dynamic real life facial affect,2019,"Israelashvili, Jacob; Hassin, Ran R.; Aviezer, Hillel",1
94HDMNQK,2525949133,on predicting form and meaning in a second language,2017,"Ito, Aine; Martin, Andrea E.; Nieuwland, Mante S.",1
TWS3K38Z,2158144941,toward a comprehensive understanding of executive cognitive function in implicit racial bias,2015,"Ito, Tiffany A.; Friedman, Naomi P.; Bartholow, Bruce D.; Correll, Joshua; Loersch, Chris; Altamirano, Lee J.; Miyake, Akira",1
39TSKIRS,2907814043,the role of working memory for syntactic formulation in language production,2019,"Ivanova, Iva; Ferreira, Victor S.",1
8DHQ8Q8B,2782848878,neural activity in the reward related brain regions predicts implicit self esteem a novel validity test of psychological measures using neuroimaging,2018,"Izuma, Keise; Kennedy, Kate; Fitzjohn, Alexander; Sedikides, Constantine; Shibata, Kazuhisa",1
DISKSXZH,2088956987,ways of listening to depressed women in qualitative research interview techniques and analyses,1999,"Jack, Dana Crowley",1
N6JC6WQ4,2088846868,the structure of precocious reading ability,1988,"Jackson, Nancy E.; Donaldson, Gary W.; Cleland, Lynne N.",1
K3ZKNC24,2056548823,resilient readers university students who are poor recoders but sometimes good text comprehenders,2002,"Jackson, Nancy Ewald; Doellinger, Heidi L.",1
58FWJ5L4,2330531296,in sickness and health what makes an iron horse,2006,"Jacobs, Barry J.",1
IFLAIQMF,2165002423,myths and realities of female perpetrated terrorism,2013,"Jacques, Karen; Taylor, Paul J.",1
838PKUZT,2587511176,justice is change blind applying research on visual metacognition in legal settings,2017,"Jaeger, Christopher Brett; Levin, Daniel T.; Porter, Evan",1
68895NKF,2941328750,collectives in organizations appear less morally motivated than individuals,2019,"Jago, Arthur S.; Kreps, Tamar A.; Laurin, Kristin",1
8RDY4S5L,2038237864,beyond fathering behaviors types of dads,1996,"Jain, Anju; Belsky, Jay; Crnic, Keith",1
GL48T3MR,2091739469,helping students soar to success on computers an investigation of the soar study method for computer based learning,2010,"Jairam, Dharmananda; Kiewra, Kenneth A.",1
5BR5DHB2,1536285028,electrophysiological correlates of speech perception mechanisms and individual differences in second language attainment,2011,"Jakoby, Hilla; Goldstein, Abraham; Faust, Miriam",1
J3YHTLFI,2168259883,can self determination theory explain what underlies the productive satisfying learning experiences of collectivistically oriented korean students,2009,"Jang, Hyungshim; Reeve, Johnmarshall; Ryan, Richard M.; Kim, Ahyoung",1
74D73E32,2736301440,towards identifying dyslexia in standard indonesian the development of a reading assessment battery,2017,"Jap, Bernard A. J.; Borleffs, Elisabeth; Maassen, Ben A. M.",1
B44UZ7DC,2143076092,early predictors of biliteracy development in children in french immersion a 4 year longitudinal study,2011,"Jared, Debra; Cormier, Pierre; Levy, Betty Ann; Wade-Woolley, Lesly",1
TVTTRGAL,2020184697,the role of phonology in the activation of word meanings during reading evidence from proofreading and eye movements,1999,"Jared, Debra; Levy, Betty Ann; Rayner, Keith",1
2G9T4RQI,2146255376,exploiting degrees of inflectional ambiguity stem form and the time course of morphological processing,2009,"Järvikivi, Juhani; Pyykkönen, Pirita; Niemi, Jussi",1
KVW9B82D,2082921532,mcmaster bauer symposium on consciousness,1986,"Jaynes, Julian; Dennett, Daniel; Miller, Jonathan; Ojemann, George; Witelson, Sandra F.; Kristofferson, A. B.",1
SPIIHAE6,1964282127,the influence of accounts and remorse on mock jurors judgments of offenders,2009,"Jehle, Alayna; Miller, Monica K.; Kemmelmeier, Markus",1
BYLUS6UN,2810206910,a new and unique prediction for cue search in a parallel constraint satisfaction network model the attraction search effect,2018,"Jekel, Marc; Glöckner, Andreas; Bröder, Arndt",1
TZTPPM48,2071986104,promoting and measuring behavioral health services in family medical practices in the united kingdom,2002,"Jenkins, Graham Curtis",1
8SERWGK8,2022848219,sources of individual differences in reading comprehension and reading fluency,2003,"Jenkins, Joseph R.; Fuchs, Lynn S.; van den Broek, Paul; Espin, Christine; Deno, Stanley L.",1
KBBNLP4D,2890850207,overt spatial attention modulates multisensory selection,2019,"Jensen, Anne; Merz, Simon; Spence, Charles; Frings, Christian",1
IMRHQRI3,2008090445,belief polarization is not always irrational,2014,"Jern, Alan; Chang, Kai-min K.; Kemp, Charles",1
9CKV2Z2S,69494061,designing a culturally relevant curriculum for immigrant mexican american fifth grade students,2009,"Jimenez, Alicia Cruz",0
JQUGF8IR,1975191865,learning disabilities in guatemala and spain a cross national study of the prevalence and cognitive processes associated with reading and spelling disabilities,2007,"Jiménez, Juan E.; García de la Cadena, Claudia",1
93RPTJDY,2043723232,the double deficit hypothesis in spanish developmental dyslexia,2008,"Jiménez, Juan E.; Hernández-Valle, Isabel; Rodríguez, Cristina; Guzmán, Remedios; Díaz, Alicia; Ortiz, Rosario",1
NFMM72RL,2059060259,the california school psychologist provides valuable information to promote reading success among students,2008,"Jimerson, Shane R.",1
WJ4R226P,2044790402,a comparison of single and multiple strategy instruction on third grade students mathematical problem solving,2007,"Jitendra, Asha K.; Griffin, Cynthia C.; Haria, Priti; Leh, Jayne; Adams, Aimee; Kaduvettoor, Anju",1
7Q8PB2GW,2890836643,age differences in implicit theories about willpower why older people endorse a nonlimited theory,2018,"Job, Veronika; Sieber, Vanda; Rothermund, Klaus; Nikitin, Jana",1
J4KXB9QS,1999118748,sources of self efficacy an investigation of elementary school students in france,2011,"Joët, Gwénaëlle; Usher, Ellen L.; Bressoux, Pascal",1
NNYJQXWN,2938607102,shooting the messenger,2019,"John, Leslie K.; Blunden, Hayley; Liu, Heidi",1
8TR9AL4H,2008168240,cognitive components of picture naming,1996,"Johnson, Carla J.; Paivio, Allan; Clark, James M.",1
HS687AGH,2246301758,phonological awareness and beyond identifying critical characteristics of poor readers who are difficult to remediate,2008,"Johnson, Deanne Emilie Dukleth",0
JQULY9IA,2146763324,cognitive characteristics of treatment resistant children with reading disabilities a retrospective study,2011,"Johnson, Deanne Emilie Dukleth; Lee Swanson, H.",1
3AP4JQKH,2113249518,processes of successful intentional forgetting,1994,"Johnson, Hollyn M.",1
WWNR33Q3,2027932113,breaking the structuralist barrier literacy and numeracy with fluency,1992,"Johnson, Kent R.; Layng, T. Joe",1
