iteration,ID,Title,Year,Authors,Journal,Pub_type,Citation_count,References_count,abstract
1,2551865637,investigating the use of graphic organizers for writing,2011,a thesis,NA,0,0,25,NA
1,2553731407,relations between phonological awareness and vocabulary in preschoolers,2013,"kimberly mcdowell, jeri carroll, robyn ziolkowski",NA,0,0,19,"The primary focus of the study was to determine the relations among vocabulary and phonological awareness skills in two groups of preschool-aged children (n=118): those with typical vocabulary skills and those with deficits in expressive and receptive vocabulary. Additionally, we sought to determine if the patterns of relations among the variables differed by vocabulary status. Finally, given the different levels of linguistic complexity of the tasks (i.e., word level, syllable level, phoneme level, contextualized, decontextualized), we were interested in exploring whether the eight phonological awareness tasks were tapping a single underlying construct or distinct constructs. Results indicated that there were no group differences in performance on phonological awareness tasks. Vocabulary predicted unique variance in phonological awareness in both groups of participants. Finally, the eight phonological awareness tasks loaded on three components, not a single underlying construct."
1,2558414080,the effects of the language for learning programme on the social adjustment of kindergarten children,2017,"gregory j benner, songtian zeng",early child development and care,1,0,35,"ABSTRACTThe results of previous research on the Language for Learning programme suggest that it produces positive effects on the intellectual, language, and social skills of young children with and without disabilities [Benner, G. J., Trout, A., Nordness, P. N., Nelson, J. R., Knobel, M. L., Epstein, A.,…Epstein, M. H. (2002). The effects of the language for learning program on the receptive language skills of kindergarten children. Journal of Direct Instruction, 2(2), 67–74. Waldron-Soler, K. M., Martella, R. C., Marchand-Martella, N. E., Tso, M. E., Warner, D. A., & Miller, D. E. (2002). Effects of a 15-week language for learning implementation with children in an integrated preschool. Journal of Direct Instruction, 2(2), 75–86)]. The purpose of this study was to assess the effects of Language for Learning on the social adjustment (i.e. social skills, problem behaviours, and academic competence) of a sample of kindergarten children. A quasi-experimental design was used to compare the social adjustment o..."
1,2561647403,on speech sound disorders language and reading,2011,nickola wolf nelson,topics in language disorders,1,0,1,NA
1,2563713957,phonological awareness of preschool children with and without specific language impairment,2007,"강진경, kimyoungtae",communication sciences and disorders,1,4,12,"언어연령 4～5세의 취학 전 단순언어장애아동들과, 이와 생활연령 및 언어연령을 일치시킨 일반아동들간의 음운인식능력을 비교하고자 하였다. 방법: 실험집단은 단순언어장애아동 15명을, 그리고 통제집단의 경우는 생활연령 및 언어연령을 일치시킨 아동 각 15명씩으로 전체 45명의 아동들을 대상으로 하여, 각 집단의 음운인식검사의 총점수를 비롯한 과제별(변별 및..."
1,2569462023,speech and language therapy interventions for children with primary speech and or language disorders,2017,"james law, jane a dennis, jenna charlton",cochrane database of systematic reviews,1,7,76,NA
1,2570994193,speech and language therapy interventions for children with primary speech and language delay or disorder cochrane review,2003,"james law, zoe garrett, chad nye",campbell systematic reviews,1,145,13,NA
1,2581987727,establishing language benchmarks for children with typically developing language and children with language impairment,2017,"mary beth schmitt, jessica a r logan, sherine r tambyraja, kelly farquharson, laura m justice",journal of speech language and hearing research,1,9,57,"Purpose Practitioners, researchers, and policymakers (i.e., stakeholders) have vested interests in children's language growth yet currently do not have empirically driven methods for measuring such..."
1,2588787189,exploring the learnability and usability of a near field communication based application for semantic enrichment in children with language disorders,2018,"maria luisa lorusso, emilia biffi, massimo molteni, gianluigi reni",assistive technology,1,3,56,"ABSTRACTRecently, a few software applications (apps) have been developed to enhance vocabulary and conceptual networks to address the needs of children with language impairments (LI), but there is no evidence about their impact and their usability in therapy contexts. Here, we try to fill this gap presenting a system aimed at improving the semantic competence and the structural knowledge of children with LI. The goal of the study is to evaluate learnability, usability, user satisfaction and quality of the interaction between the system and the children. The system consists of a tablet, hosting an app with educational and training purposes, equipped with a Near Field Communication (NFC) reader, used to interact with the user by means of objects. Fourteen preschool children with LI played with the device during one 45-minute speech therapy session. Reactions and feedbacks were recorded and rated. The system proved to be easy to understand and learn, as well as engaging and rewarding. The success of the devi..."
1,2596155744,phonological memory and broader language development longitudinal and etiologic relations,2010,robin leonhardt peterson,NA,0,0,93,NA
1,2599101018,specific language impairment in a morphologically complex agglutinative indian language kannada,2017,"shivani tiwari, prathibha karanth, bellur rajashekar",journal of communication disorders,1,0,68,"Specific Language Impairment (SLI) remains an underinvestigated disorder in morphologically complex agglutinative languages such as Kannada. Currently, only a few case reports are available on SLI in Dravidian languages. The morphological complexity inherent to Dravidian languages such as Kannada provides a potential avenue to verify one of the two prevailing accounts of SLI: the morphological richness theory and CGC (Computational Grammatical Complexity) hypothesis. While the previous theory predicts the relatively spared performance of children with SLI (CwSLI) on syntactic morphology in morphologically complex languages, the latter predicts a diametrically opposite performance. Data from a group of 15 Kannada-speaking CwSLI supported the morphological richness theory, and further revealed five distinct profiles of SLI. The results of this study reflected that CwSLI learning the agglutinative language (Kannada) as compared with language-matched children without SLI, displayed some shared deficits (e.g., in phonological processing on a non-word repetition task) with CwSLI learning English. However, CwSLI learning the morphosyntactically rich language Kannada differed remarkably from English-learning CwSLI by not showing deficits in syntactic morphology relative to language-matched peers (e.g., PNG, verb, tense, case, and pronoun)."
1,2603220372,speechperceptioninchildren withspecie creadingdife culties dyslexia,1998,"alan adlard, valerie hazan",NA,0,0,42,"Many experimental studies over the last two decades have suggested that groups of children who suffer signi® cant delay in reading also show a weakness in phoneme discrimination and identi® cation. In order to look further at the relation between type of reading de® cit, auditory acuity, and speech discrimination, a group of 13 children with speci® c reading dif® culty (SRD), 12 chronological-age controls, and 12 reading-age controls were tested on a battery of speech-perceptual, psychoacoustic, and reading tests. A sub-group of children with Speci® c Reading Dif® culty (SRD) were poor at speech discrimination tests, whereas the rest of the SRD group performed within norms. For this sub-group, discrimination performance was particularly poor for consonant contrasts differing in a single feature that was not acoustically salient, and problems were encountered with nasal and fricative contrasts as well as with stop contrasts. These children did not differ from controls in their performance on non-speech psychoacoustic tasks. An evaluation is made of the reported phonemic awareness skills of beginning readers with regard to speech-processing issues which may help in understanding what factors are important in reading development. Research interest in the general areaof language dif® culty in children has grown amongst specialists in several ® elds, particularly over the last twodecades. One of the central issues in developmental language dif® culty arises from the possible limitations in perceptual and/ or cognitive processing that could come to affect an individual’s acquisition of reading and spelling skills. Ef® cient reading is a multi-component task, and attempts to discover which processes are vital to word recognition and sentence comprehension"
1,2724312092,the effects of the language for learning program on the receptive language skills of kindergarten children,2002,"gregory j benner, alexandra l trout, philip d nordness, j ron nelson, michael h epstein, marialouisa m knobel, alice epstein, ken maguire, rodney birdsell",NA,0,16,34,NA
1,2734396412,phonological awareness and vocabulary characteristics of children with speech sound disorders,2017,"eunyoung seo, yookyeong ko, gyungah oh, soojin kim",communication sciences and disorders,1,1,56,"배경 및 목적: 말소리장애 아동은 동반하고 있는 문제가 다양한 이질적인 집단이다. 특히 말소리장애 아동이 동반하고 있는 문제 중 언어, 어휘, 음운인식의 문제는 이후 문해 기술을 예측하고 문제를 예방하는데 중요한 요인이다. 따라서 본 연구는 말소리장애 아동의 문해 기술과 관련된 음운인식과 어휘 특성을 살펴보고 음운인식, 어휘, 자음정확도 간 상관관계를..."
1,2736717885,ui o retraso linguistico asimilacion del texto y problemas de aprendizaje language delay assimilation of the text and learning disabilities,2014,"javier de santiago herrero, rafael antonio, salas muriel",NA,0,0,12,"Research on the Learning Disability of the Written Language and its relationship with Language Delays have been mainly focused on the impact generated in Reading Fluency and Writing. The current investigations emphasize the need to study in depth the most specific relation that there take the different linguistic components delayed as regards the reading comprehension as its possible implication in the Difficulties of Learning. We present a study of 120 children - divided in two groups of ages understood between 6 to 10 years and 11 to 15 years - with semantic and/or syntactic linguistic difficulties of verifying how the different nature of the linguistic debts influences both the comprehensive reading of the written text, and the possible cognitive strategies used for its assimilation and later learning. The results show the significant relation between the Debts of the Language and the Difficulties in the Reading Comprehension between 6 and 10 years and that, also, the different cognitive processes used in the comprehensive reading depends on the nature of the backward linguistic component. Equally, we observe that the difficulties in the written expression are related to the proper nature and type of the expressive linguistic delay. We consider opportune to study in depth the knowledge of the different syntactic structures, as well as of the level of acquisition of the vocabulary, and its implication in the Difficulties of Learning presented during the stage of Primary education, to prevent, as far as possible, the defeat and school abandonment produced during the stage of Secondary."
1,2737133657,pre professional students explicit syntax knowledge preliminary analysis,2017,"danielle brimo, tina melamed",child language teaching and therapy,1,1,21,Existing research concludes that educators have varying levels of language knowledge. Educators’ varying levels of language knowledge may be related to the type of content knowledge they received w...
1,2739356526,involving parents in early literacy intervention for children with speech and language delays,2003,"stephanie al otaiba, susan m smartt",teaching exceptional children,1,0,14,NA
1,2739452238,the development of a polish pre literacy manual based on action research evidence,2017,"edward gillian, bogna ferensztajn, bozena frankowczerwonko, urszula paradowska",NA,0,0,13,NA
1,2747318599,narrative language and reading comprehension in students with mild intellectual disabilities,2017,"andrea bartonhulsey, rose a sevcik, maryann romski",ajidd american journal on intellectual and developmental disabilities,1,2,33,"Abstract Past research shows positive correlations between oral narrative skill and reading comprehension in typically developing students. This study examined the relationship between reading comprehension and narrative language ability of 102 elementary students with mild levels of intellectual disability. Results describe the students' narrative language microstructure and relative strengths and weaknesses in narrative macrostructure. Students' narrative macrostructure accounted for significant variance in reading comprehension beyond what was accounted for by narrative microstructure (i.e., mean length of utterance in morphemes, number of different words, total utterances). This study provides considerations for measuring narrative quality when characterizing the functional language skills of students with mild levels of intellectual disability. Measurement tools that quantify the quality of language provide important information regarding targets of intervention beyond grammar and vocabulary."
1,2749532245,a preliminary comparison of reading subtypes in a clinical sample of children with specific language impairment,2017,"krystal l werfel, hannah krimm",journal of speech language and hearing research,1,4,27,Purpose The purpose of this preliminary study was to (a) compare the pattern of reading subtypes among a clinical sample of children with specific language impairment (SLI) and children with typica...
1,2764900505,the implications of different approaches to evaluating intervention evidence from the study of language delay disorder,2004,j law,folia phoniatrica et logopaedica,1,17,35,"There is a pressure to both identify and expand the evidence base with regard to the treatment of speech and language disorders in children, as there is in other areas of speech and language therapy."
1,2793343148,a pilot study on combining risperidone and pivotal response treatment on communication difficulties in children with autism spectrum disorder,2018,"mohammad rezaei, alireza moradi, mehdi tehranidoost, hamidreza hassanabadi, reza khosrowabadi",NA,0,0,32,"Purpose




The purpose of this paper is to investigate the effects of combined risperidone (RIS) and pivotal response treatment (PRT) in children with autism spectrum disorder (ASD).




Design/methodology/approach




In all, 34 children diagnosed with ASD (mean age of 12.36 years) were randomly divided into two groups: an RIS treatment group (n=18) and an RIS plus PRT (n=16). Communication skills were evaluated with the child communication checklist (CCC).




Findings




Total score of the CCC was increased in both groups after three months compared with the score prior to treatment. The total score of the CCC was significantly higher in the combined treatment group than in the RIS group.




Originality/value




Treatment with RIS combined with PRT may result in a better outcome in communication skill for children with autism than RIS training alone."
1,2796251606,curriculum based language interventions what who why where and how,2018,"ashley bourque meaux, janet a norris",language speech and hearing services in schools,1,3,40,"Purpose School-based speech-language pathologists (SLPs) have been asked to be contributors to the educational curriculum (American Speech-Language-Hearing Association, 2010). The aim of this tutor..."
1,2797989624,language impairment parent child shared reading and phonological awareness,2005,"laura m justice, joan n kaderavek, ryan p bowles, kevin j grimm",NA,0,6,65,NA
1,2800449971,is delayed school entry harmful for children with disabilities,2018,"c kevin fortner, jade marcus jenkins",early childhood research quarterly,1,1,65,"Abstract NA NA We examine whether the academic achievement of students with disabilities who delay entry into kindergarten differs from on-time entering students within the categories of students’ identified with disability in a large and representative state using educational administrative data on three cohorts of kindergarten students (N = 262,000). Analyses indicate that the negative association between redshirting (delayed kindergarten entry) as a student later identified as having a disability varies across students with different types of disability. For most disability designations, achievement outcomes were substantially lower for redshirted students compared to students with the same designation who enrolled in kindergarten on time. This supports the hypothesis that schools may provide young children with better access to early identification and intervention services, which outweigh the benefits of maturation experiences during the redshirt year. However, redshirted students with speech–language impairments had slightly higher achievement compared with students with speech–language impairments who entered on time. Study findings suggest that young children with disabilities may benefit from entering kindergarten when first eligible."
1,2809881150,neural specialization of phonological and semantic processing in young children,2018,"yael weiss, hannah g cweigenberg, james r booth",human brain mapping,1,1,96,NA
1,2884721866,spelling performance in children with developmental language disorder a meta analysis across european languages,2019,"nelly joye, lucie broc, thierry olive, julie e dockrell",scientific studies of reading,1,1,88,"Spelling difficulties often occur in children with developmental language disorder (DLD), the extent and drivers of these difficulties are underspecified. Meta-analyses were conducted to address this gap. We identified child-based factors (age, language spoken, profile of difficulties) and task-based factors (text production or dictation) as potential moderators of the impact of DLD on spelling performance. Thirty-two studies were analyzed, including 984 children with DLD. Large differences between the spelling of children with DLD and their age-matched peers were found. The average mean effect size was −1.42, 95% confidence interval [−1.60, −1.24]. Heterogeneity was large. Effect size estimates were larger when participants had additional phonological or reading difficulties than when they did not. No differences were found between participants with DLD and their language-matched peers. The results are discussed with respect to the underlying processes that impact on spelling across languages. Specific recommendations for future studies are made."
1,2890924197,oral language and socioeconomic status the irish context,2018,laura p mcavinue,irish educational studies,1,0,27,International studies have documented large effects of SES on oral language competence and researchers have suggested that differences in oral language competence at school entry may be one factor ...
1,2892108583,relationships among word recognition reading comprehension phonological awareness working memory listening comprehension and inferential skills a two year longitudinal study of second and third graders,2011,정부자,journal of speech and hearing disorders,1,2,19,NA
1,2896270600,a longitudinal study of infants early speech production and later letter identification,2018,"kelly farquharson, tiffany p hogan, lesa hoffman, jun wang, kimber f green, jordan r green",plos one,1,3,70,"Letter identification is an early metric of reading ability that can be reliability tested before a child can decode words. We test the hypothesis that early speech production will be associated with children’s later letter identification. We examined longitudinal growth in early speech production in 9 typically developing children across eight occasions, every 3 months from 9 months to 30 months. At each occasion, participants and their caregivers engaged in a speech sample in a research lab. This speech sample was transcribed for a variety of vocalizations, which were then transformed to calculate consonant-vowel ratio. Consonant-vowel ratio is a measure of phonetic complexity in speech production. At the age of 72 months, children’s letter knowledge was measured. A multilevel model including fixed quadratic age change and a random intercept was estimated using letter identification as a predictor of the growth in early speech production from 9–30 months, measured by the outcome of consonant-vowel ratio. Results revealed that the relation between early speech production and letter identification differed over time. For each additional letter that a child identified, their consonant-vowel ratio at the age of 9 months increased. As such, these results confirmed our hypothesis: more robust early speech production is associated with more accurate letter identification."
1,2915825985,maternal and paternal depressive symptoms home learning environment and children s early literacy,2019,"amy k nuttall, laura c froyen, lori e skibbe, ryan p bowles",child psychiatry & human development,1,1,71,"The present study examined the influence of mothers’ and fathers’ depressive symptoms on children’s early literacy skills. Home learning-related parenting (HLE) was examined as a mediator of these associations. Families (N = 465) were recruited through preschools. Results indicate an actor effect of fathers’, but not mothers’, depressive symptoms on HLE parenting such that fathers who reported more depressive symptoms engaged in fewer HLE activities. A partner effect of fathers’ depressive symptoms on HLE parenting indicated that higher levels of fathers’ depressive symptoms were associated with lower levels of mothers’ home learning activities. Finally, fathers’ depressive symptoms negatively related to children’s early literacy skills indirectly through mothers’ HLE parenting. Findings highlight a process of negative effect of parent depressive symptoms on children’s early literacy and emphasize including both mothers and fathers in future research concerned with the influence of parents’ depressive symptoms on children’s development."
1,2916191214,learning word meanings part 1,2015,carol westby,word of mouth,1,0,17,NA
1,2918143840,it might not be just artic the case for the single sound error,2019,kelly farquharson,perspectives of the asha special interest groups,1,1,69,"Purpose The purpose of this article is to explore the ways in which children with mild speech sound disorders (SSDs)—that is, single sound errors—may be at risk for difficulties with phonological a..."
1,2919423322,identification of specific learning disorders and specific language impairment issues and experience in india,2019,"pritha mukhopadhyay, lipica bhattacharya, prasanta kumar roy",NA,0,0,23,"This chapter addresses the problem in identification of the children with Specific Learning Disorders (SLD) who have difficulty in acquisition of skills necessary for age-appropriate scholastic achievement in spite of their average intelligence, adequate opportunity to learn, absence of any history of brain trauma, and sensory impairment. Owing to their average intelligence and otherwise age-appropriate behavior, be it in school or in home, their poor performance is perceived as their lack of volition and the root of the problem is overlooked. Specific Language Impairment (SLI) or Disorder of language acquisition is another condition that overlaps with SLD due to their shared deficit in underlying cognitive processes with an adverse impact on academic performance. Lack of awareness of the community and the teachers about SLD and SLI delays the diagnosis in India. Though SLI is more readily identifiable, it is not timely referred. The problem is further complicated as students here are quite often exposed to English or Hindi or the state official language as their medium of instruction in school, irrespective of their mother tongue. India being multilingual country, experts face problem in developing a common tool for its assessment and identification all over the country. Considering the heterogeneity of the group, the child’s standing on the domains of cognition, language, perceptual-motor, and scholastic skills together can help in understanding this disability condition. Another important issue is the delay in legal recognition of SLD. The new Rights of Persons with Disabilities Act, 2016 promises to provide all the required services to the disabled population but its objective implementation is not very clear. Present chapter takes an attempt with case examples to address the importance of early detection of the SLD and SLI as early certification helps these children to receive all the assistance legally due to them and enables them to pursue their study by overcoming their limitation."
1,2920683688,dysfonctionnement des competences phonologiques dans l aphasie et dans l acquisition consequences sur la lecture et l ecriture,2002,renee beland,NA,0,0,4,NA
1,2928616559,the relationship between oral language and reading in english only proficient bilingual and emergent bilingual adolescents,2019,becky h huang,NA,0,0,59,NA
1,2938466065,deficient explicit access to phonological representations explains phonological fluency difficulties in greek children with dyslexia and or developmental language disorder,2019,"maria mengisidou, chloe marshall",frontiers in psychology,1,1,82,"It is well-established that children with dyslexia and/or Developmental Language
Disorder (hereafter children with DDLD) perform poorly on phonological tasks
compared to typically developing (TD) children. However, there has been some
debate as to whether their phonological deficit arises directly from an impairment in
phonological representations, or instead from deficient access to (intact) phonological
representations. This study tested the Degraded Phonological Representations
Hypothesis and the Deficient Phonological Access Hypothesis using a task that is not
often used with children with DDLD, namely phonological fluency. Both hypotheses
predict that children with DDLD will retrieve fewer items than their TD peers in the
phonological fluency task. However, while the Degraded Phonological Representations
Hypothesis predicts smaller clusters of phonologically related items in children with
DDLD, the Deficient Phonological Access Hypothesis predicts that the two groups will
not differ in cluster size. How phonological fluency performance related to children’s
language, literacy, and phonological skills was investigated. Further, the specificity of a
phonological fluency deficit in children with DDLD was tested using a nonverbal (design)
fluency task. Sixty-six children with DDLD aged 7–12 years and 83 TD children aged
6–12 years, all monolingual Greek speakers, were tested on three phonological fluency
categories, on nonverbal IQ, language, literacy, and phonological tasks, and on a design
fluency task. The DDLD group produced significantly fewer correct responses and fewer
switches compared to the TD group, but the two groups showed similar clustering
and average cluster size. After controlling for age, children’s language, literacy, and
phonological skills significantly predicted the number of correct responses produced.
The two groups did not differ significantly on the number of unique designs generated in
the design fluency task. Furthermore, children with DDLD showed poorer phonological fluency performance relative to their TD peers even after design fluency performance was controlled, demonstrating the specificity of their phonological fluency deficit. This study adds to the theoretical debate on the locus of the phonological deficit in dyslexia
and DLD. The findings support the hypothesis that the phonological deficit in dyslexia
and DLD lies in deficient explicit access to intact phonological representations."
1,2951313059,executive functioning and narrative language in children with dyslexia,2019,"evelyn l fisher, andrea bartonhulsey, casy walters, rose a sevcik, robin g morris",american journal of speech language pathology,1,0,37,"Purpose Children with dyslexia often struggle with nonphonological aspects of language and executive functioning. The purpose of this study was to investigate the impact of executive functioning on language abilities at both structural (e.g., grammar in sentences) and functional (e.g., narrative) levels in 92 third- and 4th-grade students with dyslexia. Additionally, we asked if working memory updating contributed a significant amount of variance in narrative language ability beyond what would be expected by students' structural language skills alone. Method Students' language and executive functioning skills were evaluated using a range of language and cognitive measures including the Clinical Evaluation of Language Fundamentals–Fourth Edition (Semel, Wiig, & Secord, 2003), the Peabody Picture Vocabulary Test–Fourth Edition (Dunn & Dunn, 2007), the Test of Narrative Language (Gillam & Pearson, 2004), the Delis–Kaplan Executive Function Scale (Kaplan, Kramer, & Delis, 2001), and the Corsi Block-Tapping Te..."
1,2958200647,speech language pathologists attitudes and practices regarding the assessment of children s phonemic awareness skills results of a national survey,2002,"maggie watson, rodney gabel",NA,0,0,25,NA
1,2958861694,comparison of feedback strategies during guided reading instruction with children with language impairment,2016,theresa a kouri,NA,0,0,30,NA
1,2960861822,phonological awareness instruction opinions and practices of educators and speech language pathologists,2007,"melinda daniel, mary e reynolds",NA,0,1,47,NA
1,2961299311,effect of instruction on the development of rhyming skills in young children,2003,"mary e reynolds, kristie callihan, erin browning",NA,0,2,42,NA
1,2982678652,children with slow expressive language developmentwhat is the forecast for school achievement,1996,"marilyn a nippold, ilsa e schwarz",american journal of speech language pathology,1,27,14,NA
1,16444107,an eye for print child and adult attention to print during shared book reading,2010,"mary ann evans, jean saintaubin",NA,0,5,51,"According to a simple view of reading, skilled reading is the product of decoding or the ability to turn the printed word into its spoken counterpart, and comprehension or the ability to understand the vocabulary, syntax, morphology, expression, and conventions of the spoken language in which the printed text is written. While an association between shared book reading and language development has been fairly consistently established, the association with reading development is more controversial. The more modest association and even disassociation with the latter may well be a function of the extent to which parents and children jointly attend to the printed text during shared book reading. The purpose of this chapter is to review and integrate previous naturalistic, experimental, and intervention literature with this specific focus."
1,18354643,parental involvement and the impact on students literacy development,2012,kalina e simonds,NA,0,0,50,"This study seeks to examine how parental involvement impacts students’ literacy development at the adolescent level, as it pertains to seventh and eighth graders. I affirm that parental involvement inside and outside the classroom is a key factor in increasing academic success. Data was collected through questionnaires, direct observations, and teacher interviews. This study reveals that parental involvement still is prevalent at the adolescent level, only the emphasis tends to shift from an academic setting to a more social and athletic environment. The shift provides the opportunity to continue communication between the student, parent, and school while reinforcing the understated belief of students’ academic achievement. Document Type Thesis Degree Name MS in Literacy Education Department Education Subject Categories Education This thesis is available at Fisher Digital Publications: http://fisherpub.sjfc.edu/education_ETD_masters/219 Parental Involvement and the Impact on Students’ Literacy Development"
1,36321304,parental involvement and the influence of parents prior literacy experiences,2014,joseph dobucki,NA,0,0,18,NA
1,48192459,what do we know about joint attention in shared book reading an eye tracking intervention study,2011,jia guo,NA,0,0,156,NA
1,50468259,evaluating the relationship among parents oral and written language skills the home literacy environment and their preschool children s emergent literacy skills,2011,nicole a taylor,NA,0,0,29,"EVALUATING THE RELATIONSHIP AMONG PARENTS’ ORAL AND WRITTEN LANGUAGE SKILLS, THE HOME LITERACY ENVIRONMENT, AND THEIR PRESCHOOL CHILDREN’S EMERGENT LITERACY SKILLS by Nicole A. Taylor Studies have examined the impact of parents’ educational level on their child’s emergent literacy skills and have found positive associations (Korat, 2009). However, a review of the literature indicates that previous studies have not investigated whether parents’ oral and written language skills relate to their child’s emergent oral and written language skills. This is important in light of the fact that parents’ educational level does not provide a complete picture of their academic skills (Greenberg, 1995). In addition to parental characteristics, the home literacy environment (HLE) is seen as important in the growth of children’s emergent literacy skills (Hood, Conlon, & Andrews, 2008). The two studies in this investigation explored the relationships among parental oral and written language skills, the HLE, and preschoolers’ emergent literacy skills. Both studies included 96 parent-child dyads. The first study examined the relationship between parents’ oral and written language skills and their preschoolers’ oral and written language skills. All participants were assessed on various oral and written language measures. Descriptive analyses, one-way Analysis of Variance (ANOVA), correlations, and regressions were conducted to assess the relationships between the parent skills and child skills. Most of the parental skills were found to have a relationship with the child skills. The second study extended the first study by examining the relationships between parental responses on a Home Literacy Environment Survey (HLES) and Title Recognition Test (TRT) of children’s books, parental characteristics (educational level and oral and written language skills), and children’s emergent literacy skills. Descriptive analyses, one-way ANOVA, correlations, and regressions were employed to gain information about the relationships among the variables. The HLE (measured by responses to the HLES and TRT) had positive relationships with parents’ skills and children’s skills. However, the HLE did not predict the children’s skills beyond the contribution of parental characteristics. Interpreting the results of this study promotes thought about the specific role of the HLE as a potential mediator between parental characteristics and child skills. Altogether, both studies provide preliminary information about parental factors that may influence preschoolers’ emergent literacy skills. EVALUATING THE RELATIONSHIP AMONG PARENTS’ ORAL AND WRITTEN LANGUAGE SKILLS, THE HOME LITERACY ENVIRONMENT, AND THEIR PRESCHOOL CHILDREN’S EMERGENT LITERACY SKILLS by Nicole A. Taylor"
1,53046819,the relationship between parental literacy and language practices and beliefs and toddlers emergent literacy skills,2007,claire maples edwards,NA,0,2,43,NA
1,55615090,bridging the gap home school partnerships in kindergarten,2008,keenjal pattnishah,NA,0,1,128,NA
1,64172575,mother child literacy activities and early literacy in the israeli arab family,2014,"ofra korat, dorit aram, safieh hassunhaarafat, elinor saieghhaddad, himat hagyehiya iraki",NA,0,2,56,"Our chapter focuses on the language and literacy development of Israeli Arabic-speaking kindergarten children within the context of their family. We researched two different literacy activities: storybook reading and joint word writing. The chapter presents results of the contribution of these activities, as well as socio-economic status (hereafter, SES) and home literacy environment (hereafter, HLE), to children’s literacy level in kindergarten among Israeli Arabic-speaking families. A total of 109 kindergarten children and their mothers participated in the study. Children’s literacy level was assessed in kindergarten."
1,66037855,school family partnership and early learning the role of school outreach and family involvement in preschoolers literacy and learning related social skills,2008,annemarie horton hindman,NA,0,1,112,NA
1,81308518,the implications of childhood divorce on the teaching practices and perspectives of a substitute teacher a self study,2014,christopher l coke,NA,0,0,62,NA
1,81696780,relacoes entre variaveis psicossociais e cognitivas e o desempenho em leitura em criancas de uma coorte populacional,2010,luciane da rosa piccolo,NA,0,1,134,"This study aimed to investigate the contribution of psychosocial factors to the childs reading performance from a cohort population of low socioeconomic status. Mothers responded to instruments of socioeconomic, family and psychological data when the child was 4 months, 2 years and 5/6 years old. In the fourth stage (9-11years), 59 children underwent neuropsychological assessment. We have found significant negative correlations between the mother’s psychiatric morbidity SRQ-20 score and the children’s total scores in word reading and between the number of family members living with the child and the total score of word reading, specifically regular words. Family income correlated significantly and positively with the scores in text reading comprehension. In the regression analysis, only the number of family members who lived with the child was a predictor of performance in word reading. The greater the number of family members, the lower the resources available for each child. Parents may not have enough time to get involved in the school activities of the children, which impacts the performance of reading."
1,98872000,evaluation of early head start effect of income and education on cognitive development of children prior to age three,2010,patrick meehan,NA,0,0,34,"The present evaluation of Early Head Start concerns the effects of household income and mother’s education on child cognitive development. A secondary data analysis is performed on the Early Head Start Research and Evaluation study public use file, in which cognitive development is measured using the Bayley Mental Development Index and the Peabody Picture Vocabulary Test. Household income is measured as a percentage of the federal poverty level, with households earning up to 100 percent of the poverty level annually considered low income. Mother’s education is determined by possession of a high school diploma. Results of multiple and simultaneous linear regressions are presented. Early Head Start is found to positively affect cognitive development among children whose mothers have earned a high school diploma, while its effectiveness for low income households is less significant. Implications for early childhood interventions are discussed, as well as areas for future research. Introduction When we speak of early child development we speak broadly of both cognitive and social/behavioral development in the first three years of life. We are concerned presently with cognitive development, which is characterized primarily by the development of language and pattern recognition (Whitehurst & Lonigan, 1998). The extent to which these cognitive abilities are expressed at an early age has implications for cognitive development throughout elementary school and beyond. Children with more advanced cognitive functioning relative to their peers prior to elementary school go on to perform better in school (Blachman, 1984; Blatchford & Plewis, 1990). Importantly, research suggests cognitive development is not achieved at the same rate or to the same extent equally among all children. Numerous studies (Duncan et al, 1994; Entwisle & Alexander, 1995; Korenman et al, 1995; Blau, 1999; Fazio et al, 1996; To et al, 2004; Phipps & Lethbridge 2006) have indicated that household income, or the income"
1,101887732,assessing early literacy on the importance of a clear definition,2012,monique senechal,NA,0,1,17,"To assess young children’s literacy knowledge accurately, it is useful, if not necessary, to have a clear definition of the behaviors to be assessed. Examination of the early and emergent literacy research shows that there are both broad and narrow definitions of early literacy. Broad definitions are useful because they help us keep sight of long-term goals, as well as view the child as a whole. Narrow definitions are also useful because they allow us to understand pathways of development, as well as the relations among different child behaviors and child knowledge. Herein, a narrow definition of early literacy is proposed and the advantages of such a definition for assessing child behaviors are discussed (Senechal, LeFevre, Smith-Colton, & Colton, 2001)."
1,186219938,does reading to children enhance their educational success,2013,"oliver klein, irena kogan",child indicators research,1,4,55,"Drawing on two unique German datasets, we explore the possible short- and long-term effects that reading aloud in early childhood has on children’s language abilities, their reading behavior, and their school marks in kindergarten and at the end of both primary and secondary school. By applying propensity score matching, we found a positive effect of reading on the language abilities of preschool children and of students at the end of primary school. Additionally, a high frequency of reading to children in early childhood positively affects their own reading behavior. However, differences in reading in early childhood appear to be unrelated to school marks in the subject of German language at the end of primary school. Furthermore, we found no long-term effects of reading among secondary school leavers. Overall, our results confirm positive immediate and mid-term effects, but hardly any long-term effects, of reading to children during their early childhood."
1,201413356,an investigation into english language learner home literacy environments,2014,jared paul schwartz,NA,0,0,34,NA
